doc_id,doc2people_id,person_display_name,role,person_id
Italian_Sarah_Loose_in Progress_82,PersonDocumentRelation0861,"Brutti, Barnabà [Bernardo]",Translator,Person_065
Italian_Sarah_Loose_in Progress_83,PersonDocumentRelation0862,"Brutti, Bartolomeo (I)",Translator,Person_066
Italian_Sarah_Loose_in Progress_84,PersonDocumentRelation0863,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_85,PersonDocumentRelation0864,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_86,PersonDocumentRelation0865,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_87,PersonDocumentRelation0866,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_88,PersonDocumentRelation0867,"Brutti, Barnabà [Bernardo]",Translator,Person_065
Italian_Sarah_Loose_in Progress_89,PersonDocumentRelation0868,"Brutti, Barnabà [Bernardo]",Translator,Person_065
Italian_Sarah_Loose_in Progress_90,PersonDocumentRelation0869,"Brutti, Barnabà [Bernardo]",Translator,Person_065
Italian_Sarah_Loose_in Progress_91,PersonDocumentRelation0870,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_92,PersonDocumentRelation0871,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_93,PersonDocumentRelation0872,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_94,PersonDocumentRelation0873,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_95,PersonDocumentRelation0874,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_96,PersonDocumentRelation0875,"Brutti, Barnabà [Bernardo]",Translator,Person_065
Italian_Sarah_Loose_in Progress_98,PersonDocumentRelation0876,"Brutti, Barnabà [Bernardo]",Translator,Person_065
Italian_Sarah_Loose_in Progress_99,PersonDocumentRelation0877,"Brutti, Barnabà [Bernardo]",Translator,Person_065
